"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"OQ202403","1815","Human","5 (NP)","","USA","N","2022/10/17","Influenza B virus (B/Michigan/02/2022)","","","","","","c"
"OQ202404","1530","Human","6 (NA)","","USA","N","2022/10/17","Influenza B virus (B/Michigan/02/2022)","","","","","","c"
"OQ202405","1154","Human","7 (MP)","","USA","N","2022/10/17","Influenza B virus (B/Michigan/02/2022)","","","","","","c"
"OQ202406","1067","Human","8 (NS)","","USA","N","2022/10/17","Influenza B virus (B/Michigan/02/2022)","","","","","","c"
"OQ997841","2367","Human","2 (PB2)","","USA","N","2023/01/17","Influenza B virus (B/Michigan/02/2023)","","","","","","c"
"OQ997843","2275","Human","3 (PA)","","USA","N","2023/01/17","Influenza B virus (B/Michigan/02/2023)","","","","","","c"
"OQ997844","1847","Human","4 (HA)","","USA","N","2023/01/17","Influenza B virus (B/Michigan/02/2023)","","","","","","c"
"OQ997845","1815","Human","5 (NP)","","USA","N","2023/01/17","Influenza B virus (B/Michigan/02/2023)","","","","","","c"
"OQ997846","1528","Human","6 (NA)","","USA","N","2023/01/17","Influenza B virus (B/Michigan/02/2023)","","","","","","c"
"OQ997848","1066","Human","8 (NS)","","USA","N","2023/01/17","Influenza B virus (B/Michigan/02/2023)","","","","","","c"
"OQ661736","2367","Human","2 (PB2)","","USA","N","2022/12/18","Influenza B virus (B/Michigan/03/2022)","","","","","","c"
"OQ661738","2275","Human","3 (PA)","","USA","N","2022/12/18","Influenza B virus (B/Michigan/03/2022)","","","","","","c"
"OQ661740","1815","Human","5 (NP)","","USA","N","2022/12/18","Influenza B virus (B/Michigan/03/2022)","","","","","","c"
"OQ661749","1528","Human","6 (NA)","","USA","N","2022/12/18","Influenza B virus (B/Michigan/03/2022)","","","","","","c"
"OQ997858","2340","Human","1 (PB1)","","USA","N","2023/02/09","Influenza B virus (B/Michigan/03/2023)","","","","","","c"
"OQ997860","1847","Human","4 (HA)","","USA","N","2023/02/09","Influenza B virus (B/Michigan/03/2023)","","","","","","c"
"OQ997861","1815","Human","5 (NP)","","USA","N","2023/02/09","Influenza B virus (B/Michigan/03/2023)","","","","","","c"
"OQ997862","1528","Human","6 (NA)","","USA","N","2023/02/09","Influenza B virus (B/Michigan/03/2023)","","","","","","c"
"OQ997873","2367","Human","2 (PB2)","","USA","N","2023/02/14","Influenza B virus (B/Michigan/04/2023)","","","","","","c"
"OQ997874","2340","Human","1 (PB1)","","USA","N","2023/02/14","Influenza B virus (B/Michigan/04/2023)","","","","","","c"
"OQ997875","2275","Human","3 (PA)","","USA","N","2023/02/14","Influenza B virus (B/Michigan/04/2023)","","","","","","c"
"OQ997876","1847","Human","4 (HA)","","USA","N","2023/02/14","Influenza B virus (B/Michigan/04/2023)","","","","","","c"
"OQ997877","1815","Human","5 (NP)","","USA","N","2023/02/14","Influenza B virus (B/Michigan/04/2023)","","","","","","c"
"OQ997878","1529","Human","6 (NA)","","USA","N","2023/02/14","Influenza B virus (B/Michigan/04/2023)","","","","","","c"
"OQ997879","1154","Human","7 (MP)","","USA","N","2023/02/14","Influenza B virus (B/Michigan/04/2023)","","","","","","c"
"OQ997880","1066","Human","8 (NS)","","USA","N","2023/02/14","Influenza B virus (B/Michigan/04/2023)","","","","","","c"
"OQ661752","2367","Human","2 (PB2)","","USA","N","2022/12/07","Influenza B virus (B/Minnesota/01/2022)","","","","","","c"
"OQ661753","2340","Human","1 (PB1)","","USA","N","2022/12/07","Influenza B virus (B/Minnesota/01/2022)","","","","","","c"
"OQ661754","2275","Human","3 (PA)","","USA","N","2022/12/07","Influenza B virus (B/Minnesota/01/2022)","","","","","","c"
"OQ661755","1847","Human","4 (HA)","","USA","N","2022/12/07","Influenza B virus (B/Minnesota/01/2022)","","","","","","c"
"OQ661756","1815","Human","5 (NP)","","USA","N","2022/12/07","Influenza B virus (B/Minnesota/01/2022)","","","","","","c"
"OQ661757","1530","Human","6 (NA)","","USA","N","2022/12/07","Influenza B virus (B/Minnesota/01/2022)","","","","","","c"
"OQ661758","1154","Human","7 (MP)","","USA","N","2022/12/07","Influenza B virus (B/Minnesota/01/2022)","","","","","","c"
"OQ661759","1066","Human","8 (NS)","","USA","N","2022/12/07","Influenza B virus (B/Minnesota/01/2022)","","","","","","c"
"OQ997890","2340","Human","1 (PB1)","","USA","N","2023/02/27","Influenza B virus (B/Mississippi/01/2023)","","","","","","c"
"OQ997891","2275","Human","3 (PA)","","USA","N","2023/02/27","Influenza B virus (B/Mississippi/01/2023)","","","","","","c"
"OQ997892","1847","Human","4 (HA)","","USA","N","2023/02/27","Influenza B virus (B/Mississippi/01/2023)","","","","","","c"
"OQ997893","1815","Human","5 (NP)","","USA","N","2023/02/27","Influenza B virus (B/Mississippi/01/2023)","","","","","","c"
"OQ997894","1528","Human","6 (NA)","","USA","N","2023/02/27","Influenza B virus (B/Mississippi/01/2023)","","","","","","c"
"OQ997898","2340","Human","1 (PB1)","","USA","N","2023/02/27","Influenza B virus (B/Mississippi/01/2023)","","","","","","c"
"OQ997900","1847","Human","4 (HA)","","USA","N","2023/02/27","Influenza B virus (B/Mississippi/01/2023)","","","","","","c"
"OQ997905","2367","Human","2 (PB2)","","USA","N","2023/01/19","Influenza B virus (B/Missouri/01/2023)","","","","","","c"
"OQ997906","2340","Human","1 (PB1)","","USA","N","2023/01/19","Influenza B virus (B/Missouri/01/2023)","","","","","","c"
"OQ997907","2275","Human","3 (PA)","","USA","N","2023/01/19","Influenza B virus (B/Missouri/01/2023)","","","","","","c"
"OQ997909","1815","Human","5 (NP)","","USA","N","2023/01/19","Influenza B virus (B/Missouri/01/2023)","","","","","","c"
"OQ997910","1529","Human","6 (NA)","","USA","N","2023/01/19","Influenza B virus (B/Missouri/01/2023)","","","","","","c"
"OQ661768","2367","Human","2 (PB2)","","USA","N","2023/01/06","Influenza B virus (B/Montana/01/2023)","","","","","","c"
"OQ661769","2341","Human","1 (PB1)","","USA","N","2023/01/06","Influenza B virus (B/Montana/01/2023)","","","","","","c"
"OQ661773","1528","Human","6 (NA)","","USA","N","2023/01/06","Influenza B virus (B/Montana/01/2023)","","","","","","c"
"OQ661784","2367","Human","2 (PB2)","","USA","N","2022/12/04","Influenza B virus (B/Nebraska/02/2022)","","","","","","c"
"OQ661785","2340","Human","1 (PB1)","","USA","N","2022/12/04","Influenza B virus (B/Nebraska/02/2022)","","","","","","c"
"OQ661786","2276","Human","3 (PA)","","USA","N","2022/12/04","Influenza B virus (B/Nebraska/02/2022)","","","","","","c"
"OQ661787","1847","Human","4 (HA)","","USA","N","2022/12/04","Influenza B virus (B/Nebraska/02/2022)","","","","","","c"
"OQ661788","1815","Human","5 (NP)","","USA","N","2022/12/04","Influenza B virus (B/Nebraska/02/2022)","","","","","","c"
"OQ661789","1528","Human","6 (NA)","","USA","N","2022/12/04","Influenza B virus (B/Nebraska/02/2022)","","","","","","c"
"OQ661790","1154","Human","7 (MP)","","USA","N","2022/12/04","Influenza B virus (B/Nebraska/02/2022)","","","","","","c"
"OQ661791","1067","Human","8 (NS)","","USA","N","2022/12/04","Influenza B virus (B/Nebraska/02/2022)","","","","","","c"
"OQ661800","2367","Human","2 (PB2)","","USA","N","2022/12/21","Influenza B virus (B/Nebraska/03/2022)","","","","","","c"
"OQ661801","2340","Human","1 (PB1)","","USA","N","2022/12/21","Influenza B virus (B/Nebraska/03/2022)","","","","","","c"
"OQ661802","2275","Human","3 (PA)","","USA","N","2022/12/21","Influenza B virus (B/Nebraska/03/2022)","","","","","","c"
"OQ661803","1847","Human","4 (HA)","","USA","N","2022/12/21","Influenza B virus (B/Nebraska/03/2022)","","","","","","c"
"OQ661804","1815","Human","5 (NP)","","USA","N","2022/12/21","Influenza B virus (B/Nebraska/03/2022)","","","","","","c"
"OQ661805","1528","Human","6 (NA)","","USA","N","2022/12/21","Influenza B virus (B/Nebraska/03/2022)","","","","","","c"
"OQ661806","1154","Human","7 (MP)","","USA","N","2022/12/21","Influenza B virus (B/Nebraska/03/2022)","","","","","","c"
"OQ661807","1066","Human","8 (NS)","","USA","N","2022/12/21","Influenza B virus (B/Nebraska/03/2022)","","","","","","c"
"OQ997921","2367","Human","2 (PB2)","","USA","N","2023/02/03","Influenza B virus (B/Nevada/01/2023)","","","","","","c"
"OQ997922","2340","Human","1 (PB1)","","USA","N","2023/02/03","Influenza B virus (B/Nevada/01/2023)","","","","","","c"
"OQ997923","2275","Human","3 (PA)","","USA","N","2023/02/03","Influenza B virus (B/Nevada/01/2023)","","","","","","c"
"OQ997924","1847","Human","4 (HA)","","USA","N","2023/02/03","Influenza B virus (B/Nevada/01/2023)","","","","","","c"
"OQ997925","1815","Human","5 (NP)","","USA","N","2023/02/03","Influenza B virus (B/Nevada/01/2023)","","","","","","c"
"OQ997926","1528","Human","6 (NA)","","USA","N","2023/02/03","Influenza B virus (B/Nevada/01/2023)","","","","","","c"
"OQ997927","1154","Human","7 (MP)","","USA","N","2023/02/03","Influenza B virus (B/Nevada/01/2023)","","","","","","c"
"OQ997940","1847","Human","4 (HA)","","USA","N","2023/02/07","Influenza B virus (B/Nevada/02/2023)","","","","","","c"
"OQ997953","2367","Human","2 (PB2)","","USA","N","2023/02/23","Influenza B virus (B/New Jersey/04/2023)","","","","","","c"
"OQ997954","2340","Human","1 (PB1)","","USA","N","2023/02/23","Influenza B virus (B/New Jersey/04/2023)","","","","","","c"
"OQ997955","2275","Human","3 (PA)","","USA","N","2023/02/23","Influenza B virus (B/New Jersey/04/2023)","","","","","","c"
"OQ997956","1847","Human","4 (HA)","","USA","N","2023/02/23","Influenza B virus (B/New Jersey/04/2023)","","","","","","c"
"OQ997957","1815","Human","5 (NP)","","USA","N","2023/02/23","Influenza B virus (B/New Jersey/04/2023)","","","","","","c"
"OQ997958","1528","Human","6 (NA)","","USA","N","2023/02/23","Influenza B virus (B/New Jersey/04/2023)","","","","","","c"
"OQ997959","1154","Human","7 (MP)","","USA","N","2023/02/23","Influenza B virus (B/New Jersey/04/2023)","","","","","","c"
"OQ997960","1066","Human","8 (NS)","","USA","N","2023/02/23","Influenza B virus (B/New Jersey/04/2023)","","","","","","c"
"OQ236684","2367","Human","2 (PB2)","","USA","N","2022/10/16","Influenza B virus (B/New York/01/2022)","","","","","","c"
"OQ236685","2340","Human","1 (PB1)","","USA","N","2022/10/16","Influenza B virus (B/New York/01/2022)","","","","","","c"
"OQ236686","2276","Human","3 (PA)","","USA","N","2022/10/16","Influenza B virus (B/New York/01/2022)","","","","","","c"
"OQ236687","1847","Human","4 (HA)","","USA","N","2022/10/16","Influenza B virus (B/New York/01/2022)","","","","","","c"
"OQ236688","1819","Human","5 (NP)","","USA","N","2022/10/16","Influenza B virus (B/New York/01/2022)","","","","","","c"
"OQ236689","1531","Human","6 (NA)","","USA","N","2022/10/16","Influenza B virus (B/New York/01/2022)","","","","","","c"
"OQ236690","1154","Human","7 (MP)","","USA","N","2022/10/16","Influenza B virus (B/New York/01/2022)","","","","","","c"
"OQ236691","1067","Human","8 (NS)","","USA","N","2022/10/16","Influenza B virus (B/New York/01/2022)","","","","","","c"
"OQ661816","2367","Human","2 (PB2)","","USA","N","2022/12/19","Influenza B virus (B/New York/02/2022)","","","","","","c"
"OQ661817","2340","Human","1 (PB1)","","USA","N","2022/12/19","Influenza B virus (B/New York/02/2022)","","","","","","c"
"OQ661818","2276","Human","3 (PA)","","USA","N","2022/12/19","Influenza B virus (B/New York/02/2022)","","","","","","c"
"OQ661819","1847","Human","4 (HA)","","USA","N","2022/12/19","Influenza B virus (B/New York/02/2022)","","","","","","c"
"OQ661820","1815","Human","5 (NP)","","USA","N","2022/12/19","Influenza B virus (B/New York/02/2022)","","","","","","c"
"OQ661821","1528","Human","6 (NA)","","USA","N","2022/12/19","Influenza B virus (B/New York/02/2022)","","","","","","c"
"OQ661822","1154","Human","7 (MP)","","USA","N","2022/12/19","Influenza B virus (B/New York/02/2022)","","","","","","c"
"OR133625","1701","Human","4 (HA)","","Nicaragua","T","2022/10/16","Influenza B virus (B/Nicaragua/727338.HA.B/2022)","","","","","","p"
"OR133626","1147","Human","7 (MP)","","Nicaragua","T","2022/10/16","Influenza B virus (B/Nicaragua/727338.MP/2022)","","","","","","c"
"OR133627","1557","Human","6 (NA)","","Nicaragua","T","2022/10/16","Influenza B virus (B/Nicaragua/727338.NA.B/2022)","","","","","","c"
"OR133630","1844","Human","5 (NP)","","Nicaragua","T","2022/10/16","Influenza B virus (B/Nicaragua/727338.NP/2022)","","","","","","c"
"OR133628","1067","Human","8 (NS)","","Nicaragua","T","2022/10/16","Influenza B virus (B/Nicaragua/727338.NS/2022)","","","","","","c"
"OR133631","2305","Human","3 (PA)","","Nicaragua","T","2022/10/16","Influenza B virus (B/Nicaragua/727338.PA/2022)","","","","","","c"
"OR133632","2334","Human","1 (PB1)","","Nicaragua","T","2022/10/16","Influenza B virus (B/Nicaragua/727338.PB1/2022)","","","","","","c"
"OR133629","2358","Human","2 (PB2)","","Nicaragua","T","2022/10/16","Influenza B virus (B/Nicaragua/727338.PB2/2022)","","","","","","c"
"OQ997961","2367","Human","2 (PB2)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997962","2340","Human","1 (PB1)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997963","2275","Human","3 (PA)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997964","1847","Human","4 (HA)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997965","1815","Human","5 (NP)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997966","1528","Human","6 (NA)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997967","1154","Human","7 (MP)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997968","1067","Human","8 (NS)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997970","2340","Human","1 (PB1)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997971","2275","Human","3 (PA)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997973","1815","Human","5 (NP)","","USA","N","2023/01/01","Influenza B virus (B/North Carolina/01/2023)","","","","","","c"
"OQ997977","2367","Human","2 (PB2)","","USA","N","2023/02/01","Influenza B virus (B/North Carolina/02/2023)","","","","","","c"
"OQ997978","2340","Human","1 (PB1)","","USA","N","2023/02/01","Influenza B virus (B/North Carolina/02/2023)","","","","","","c"
"OQ997979","2275","Human","3 (PA)","","USA","N","2023/02/01","Influenza B virus (B/North Carolina/02/2023)","","","","","","c"
"OQ997980","1847","Human","4 (HA)","","USA","N","2023/02/01","Influenza B virus (B/North Carolina/02/2023)","","","","","","c"
"OQ997981","1815","Human","5 (NP)","","USA","N","2023/02/01","Influenza B virus (B/North Carolina/02/2023)","","","","","","c"
"OQ997982","1528","Human","6 (NA)","","USA","N","2023/02/01","Influenza B virus (B/North Carolina/02/2023)","","","","","","c"
"OQ997983","1154","Human","7 (MP)","","USA","N","2023/02/01","Influenza B virus (B/North Carolina/02/2023)","","","","","","c"
"OQ244863","2367","Human","2 (PB2)","","USA","N","2022/08/22","Influenza B virus (B/Ohio/01/2022)","","","","","","c"
"OQ244864","2340","Human","1 (PB1)","","USA","N","2022/08/22","Influenza B virus (B/Ohio/01/2022)","","","","","","c"
"OQ244865","2275","Human","3 (PA)","","USA","N","2022/08/22","Influenza B virus (B/Ohio/01/2022)","","","","","","c"
"OQ244866","1847","Human","4 (HA)","","USA","N","2022/08/22","Influenza B virus (B/Ohio/01/2022)","","","","","","c"
"OQ244867","1815","Human","5 (NP)","","USA","N","2022/08/22","Influenza B virus (B/Ohio/01/2022)","","","","","","c"
"OQ244868","1528","Human","6 (NA)","","USA","N","2022/08/22","Influenza B virus (B/Ohio/01/2022)","","","","","","c"
"OQ244869","1154","Human","7 (MP)","","USA","N","2022/08/22","Influenza B virus (B/Ohio/01/2022)","","","","","","c"
"OQ244870","1066","Human","8 (NS)","","USA","N","2022/08/22","Influenza B virus (B/Ohio/01/2022)","","","","","","c"
"OQ202415","2367","Human","2 (PB2)","","USA","N","2022/09/26","Influenza B virus (B/Pennsylvania/01/2022)","","","","","","c"
"OQ202416","2340","Human","1 (PB1)","","USA","N","2022/09/26","Influenza B virus (B/Pennsylvania/01/2022)","","","","","","c"
"OQ202417","2275","Human","3 (PA)","","USA","N","2022/09/26","Influenza B virus (B/Pennsylvania/01/2022)","","","","","","c"
"OQ202418","1847","Human","4 (HA)","","USA","N","2022/09/26","Influenza B virus (B/Pennsylvania/01/2022)","","","","","","c"
"OQ202419","1815","Human","5 (NP)","","USA","N","2022/09/26","Influenza B virus (B/Pennsylvania/01/2022)","","","","","","c"
"OQ202420","1528","Human","6 (NA)","","USA","N","2022/09/26","Influenza B virus (B/Pennsylvania/01/2022)","","","","","","c"
"OQ202421","1154","Human","7 (MP)","","USA","N","2022/09/26","Influenza B virus (B/Pennsylvania/01/2022)","","","","","","c"
"OQ202422","1066","Human","8 (NS)","","USA","N","2022/09/26","Influenza B virus (B/Pennsylvania/01/2022)","","","","","","c"
"OQ997986","2340","Human","1 (PB1)","","USA","N","2023/01/30","Influenza B virus (B/Pennsylvania/01/2023)","","","","","","c"
"OQ997987","2275","Human","3 (PA)","","USA","N","2023/01/30","Influenza B virus (B/Pennsylvania/01/2023)","","","","","","c"
"OQ997988","1847","Human","4 (HA)","","USA","N","2023/01/30","Influenza B virus (B/Pennsylvania/01/2023)","","","","","","c"
"OQ997989","1815","Human","5 (NP)","","USA","N","2023/01/30","Influenza B virus (B/Pennsylvania/01/2023)","","","","","","c"
"OQ997990","1528","Human","6 (NA)","","USA","N","2023/01/30","Influenza B virus (B/Pennsylvania/01/2023)","","","","","","c"
"OQ997992","1066","Human","8 (NS)","","USA","N","2023/01/30","Influenza B virus (B/Pennsylvania/01/2023)","","","","","","c"
"OQ997994","2340","Human","1 (PB1)","","USA","N","2023/01/30","Influenza B virus (B/Pennsylvania/01/2023)","","","","","","c"
"OQ463054","2367","Human","2 (PB2)","","USA","N","2022/11/03","Influenza B virus (B/Pennsylvania/02/2022)","","","","","","c"
"OQ463055","2340","Human","1 (PB1)","","USA","N","2022/11/03","Influenza B virus (B/Pennsylvania/02/2022)","","","","","","c"
"OQ463056","2275","Human","3 (PA)","","USA","N","2022/11/03","Influenza B virus (B/Pennsylvania/02/2022)","","","","","","c"
"OQ463057","1847","Human","4 (HA)","","USA","N","2022/11/03","Influenza B virus (B/Pennsylvania/02/2022)","","","","","","c"
"OQ463058","1815","Human","5 (NP)","","USA","N","2022/11/03","Influenza B virus (B/Pennsylvania/02/2022)","","","","","","c"
"OQ463059","1528","Human","6 (NA)","","USA","N","2022/11/03","Influenza B virus (B/Pennsylvania/02/2022)","","","","","","c"
"OQ463060","1154","Human","7 (MP)","","USA","N","2022/11/03","Influenza B virus (B/Pennsylvania/02/2022)","","","","","","c"
"OQ463061","1067","Human","8 (NS)","","USA","N","2022/11/03","Influenza B virus (B/Pennsylvania/02/2022)","","","","","","c"
"OQ998001","2367","Human","2 (PB2)","","USA","N","2023/02/02","Influenza B virus (B/Pennsylvania/02/2023)","","","","","","c"
"OQ998003","2275","Human","3 (PA)","","USA","N","2023/02/02","Influenza B virus (B/Pennsylvania/02/2023)","","","","","","c"
"OQ998004","1847","Human","4 (HA)","","USA","N","2023/02/02","Influenza B virus (B/Pennsylvania/02/2023)","","","","","","c"
"OQ998005","1815","Human","5 (NP)","","USA","N","2023/02/02","Influenza B virus (B/Pennsylvania/02/2023)","","","","","","c"
"OQ998006","1528","Human","6 (NA)","","USA","N","2023/02/02","Influenza B virus (B/Pennsylvania/02/2023)","","","","","","c"
"OQ661824","2367","Human","2 (PB2)","","USA","N","2022/12/01","Influenza B virus (B/Pennsylvania/03/2022)","","","","","","c"
"OQ661825","2341","Human","1 (PB1)","","USA","N","2022/12/01","Influenza B virus (B/Pennsylvania/03/2022)","","","","","","c"
"OQ661826","2275","Human","3 (PA)","","USA","N","2022/12/01","Influenza B virus (B/Pennsylvania/03/2022)","","","","","","c"
"OQ661827","1847","Human","4 (HA)","","USA","N","2022/12/01","Influenza B virus (B/Pennsylvania/03/2022)","","","","","","c"
"OQ661828","1815","Human","5 (NP)","","USA","N","2022/12/01","Influenza B virus (B/Pennsylvania/03/2022)","","","","","","c"
"OQ661829","1528","Human","6 (NA)","","USA","N","2022/12/01","Influenza B virus (B/Pennsylvania/03/2022)","","","","","","c"
"OQ661831","1066","Human","8 (NS)","","USA","N","2022/12/01","Influenza B virus (B/Pennsylvania/03/2022)","","","","","","c"
"OQ661832","2367","Human","2 (PB2)","","USA","N","2022/12/01","Influenza B virus (B/Pennsylvania/03/2022)","","","","","","c"
"OQ661833","2341","Human","1 (PB1)","","USA","N","2022/12/01","Influenza B virus (B/Pennsylvania/03/2022)","","","","","","c"
"OQ661834","2275","Human","3 (PA)","","USA","N","2022/12/01","Influenza B virus (B/Pennsylvania/03/2022)","","","","","","c"
"OQ998011","2275","Human","3 (PA)","","USA","N","2022/12/30","Influenza B virus (B/Pennsylvania/04/2022)","","","","","","c"
"OQ998012","1847","Human","4 (HA)","","USA","N","2022/12/30","Influenza B virus (B/Pennsylvania/04/2022)","","","","","","c"
"OQ998016","1068","Human","8 (NS)","","USA","N","2022/12/30","Influenza B virus (B/Pennsylvania/04/2022)","","","","","","c"
"OQ998017","2367","Human","2 (PB2)","","USA","N","2022/12/23","Influenza B virus (B/Pennsylvania/05/2022)","","","","","","c"
"OQ998018","2340","Human","1 (PB1)","","USA","N","2022/12/23","Influenza B virus (B/Pennsylvania/05/2022)","","","","","","c"
"OQ998019","2275","Human","3 (PA)","","USA","N","2022/12/23","Influenza B virus (B/Pennsylvania/05/2022)","","","","","","c"
"OQ998021","1815","Human","5 (NP)","","USA","N","2022/12/23","Influenza B virus (B/Pennsylvania/05/2022)","","","","","","c"
"OQ998022","1528","Human","6 (NA)","","USA","N","2022/12/23","Influenza B virus (B/Pennsylvania/05/2022)","","","","","","c"
"OQ998023","1154","Human","7 (MP)","","USA","N","2022/12/23","Influenza B virus (B/Pennsylvania/05/2022)","","","","","","c"
"OQ998024","1067","Human","8 (NS)","","USA","N","2022/12/23","Influenza B virus (B/Pennsylvania/05/2022)","","","","","","c"
"OQ507108","1749","Human","4 (HA)","","Germany","N","2023/01/09","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14093/2023)","","","","","","c"
"OQ507109","1076","Human","7 (MP)","","Germany","N","2023/01/09","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14093/2023)","","","","","","c"
"OQ507110","1401","Human","6 (NA)","","Germany","N","2023/01/09","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14093/2023)","","","","","","p"
"OQ507111","1683","Human","5 (NP)","","Germany","N","2023/01/09","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14093/2023)","","","","","","c"
"OQ507112","1027","Human","8 (NS)","","Germany","N","2023/01/09","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14093/2023)","","","","","","c"
"OQ507113","2181","Human","3 (PA)","","Germany","N","2023/01/09","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14093/2023)","","","","","","c"
"OQ507114","2313","Human","2 (PB2)","","Germany","N","2023/01/09","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14093/2023)","","","","","","c"
"OQ821754","1749","Human","4 (HA)","","Germany","N","2023/01/29","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14154/2023)","","","","","","c"
"OQ821755","1076","Human","7 (MP)","","Germany","N","2023/01/29","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14154/2023)","","","","","","c"
"OQ821756","1408","Human","6 (NA)","","Germany","N","2023/01/29","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14154/2023)","","","","","","c"
"OQ821757","1683","Human","5 (NP)","","Germany","N","2023/01/29","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14154/2023)","","","","","","c"
"OQ821758","1027","Human","8 (NS)","","Germany","N","2023/01/29","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14154/2023)","","","","","","c"
"OQ821759","2181","Human","3 (PA)","","Germany","N","2023/01/29","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14154/2023)","","","","","","c"
"OQ821760","2259","Human","1 (PB1)","","Germany","N","2023/01/29","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14154/2023)","","","","","","c"
"OQ821761","2313","Human","2 (PB2)","","Germany","N","2023/01/29","Influenza B virus (B/Rheinland-Pfalz/USAFSAM-14154/2023)","","","","","","c"
"OQ998033","2367","Human","2 (PB2)","","USA","N","2023/01/11","Influenza B virus (B/Rhode Island/01/2023)","","","","","","c"
"OQ998034","2340","Human","1 (PB1)","","USA","N","2023/01/11","Influenza B virus (B/Rhode Island/01/2023)","","","","","","c"
"OQ998035","2275","Human","3 (PA)","","USA","N","2023/01/11","Influenza B virus (B/Rhode Island/01/2023)","","","","","","c"
"OQ998036","1847","Human","4 (HA)","","USA","N","2023/01/11","Influenza B virus (B/Rhode Island/01/2023)","","","","","","c"
"OQ998038","1529","Human","6 (NA)","","USA","N","2023/01/11","Influenza B virus (B/Rhode Island/01/2023)","","","","","","c"
"OQ998039","1154","Human","7 (MP)","","USA","N","2023/01/11","Influenza B virus (B/Rhode Island/01/2023)","","","","","","c"
"OQ998040","1066","Human","8 (NS)","","USA","N","2023/01/11","Influenza B virus (B/Rhode Island/01/2023)","","","","","","c"
"OQ998042","2340","Human","1 (PB1)","","USA","N","2023/01/11","Influenza B virus (B/Rhode Island/01/2023)","","","","","","c"
"OQ998043","2275","Human","3 (PA)","","USA","N","2023/01/11","Influenza B virus (B/Rhode Island/01/2023)","","","","","","c"
"OQ998049","2367","Human","2 (PB2)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/02/2023)","","","","","","c"
"OQ998050","2340","Human","1 (PB1)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/02/2023)","","","","","","c"
"OQ998051","2275","Human","3 (PA)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/02/2023)","","","","","","c"
"OQ998052","1847","Human","4 (HA)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/02/2023)","","","","","","c"
"OQ998053","1815","Human","5 (NP)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/02/2023)","","","","","","c"
"OQ998055","1154","Human","7 (MP)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/02/2023)","","","","","","c"
"OQ998056","1067","Human","8 (NS)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/02/2023)","","","","","","c"
"OQ998065","2367","Human","2 (PB2)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/03/2023)","","","","","","c"
"OQ998066","2340","Human","1 (PB1)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/03/2023)","","","","","","c"
"OQ998067","2275","Human","3 (PA)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/03/2023)","","","","","","c"
"OQ998068","1847","Human","4 (HA)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/03/2023)","","","","","","c"
"OQ998069","1815","Human","5 (NP)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/03/2023)","","","","","","c"
"OQ998070","1528","Human","6 (NA)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/03/2023)","","","","","","c"
